Page ID,Title,URL,"Page Views, last 60 days","Description, local","Description, Wikidata",Alias,Label,Size in Bytes,Available languages count,Categories,Category URLs,Page Image Name,Page Image URL,Images,Image URLs,"Location, Latitude","Location, Longitude","Location, Distance to BYU","Location, Name","Location, Type","Location, Country","Location, Region","Location, Globe"
49988865,Simon Cheprot,https://en.wikipedia.org/wiki/Simon_Cheprot,688,Kenyan long-distance runner,Kenyan male long-distance runner,['Simon Cherop'],['Simon Cheprot'],5615,,,,,,"['https://en.wikipedia.org/wiki/File:Flag_of_Kenya.svg', 'https://en.wikipedia.org/wiki/File:Gold_medal_icon_(G_initial).svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg']","['https://upload.wikimedia.org/wikipedia/commons/4/49/Flag_of_Kenya.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d5/Gold_medal_icon_%28G_initial%29.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg']",,,,,,,,
24136768,Charles Waite,https://en.wikipedia.org/wiki/Charles_Waite,43,Topics referred to by the same term,Wikimedia disambiguation page,,['Charles Waite'],251,,['Human name disambiguation pages'],['https://en.wikipedia.org/wiki/Category:Human_name_disambiguation_pages'],,,['https://en.wikipedia.org/wiki/File:Disambig_gray.svg'],['https://upload.wikimedia.org/wikipedia/en/5/5f/Disambig_gray.svg'],,,,,,,,
24497384,M. Kantaraj Urs,https://en.wikipedia.org/wiki/M._Kantaraj_Urs,773,,Diwan of Mysore,,['M. Kantaraj Urs'],3035,2,"['1870 births', '1923 deaths', 'Companions of the Order of the Star of India', 'Diwans of Mysore', 'Indian knights', 'Knights Commander of the Order of the Indian Empire', 'Madras Christian College alumni']","['https://en.wikipedia.org/wiki/Category:1870_births', 'https://en.wikipedia.org/wiki/Category:1923_deaths', 'https://en.wikipedia.org/wiki/Category:Companions_of_the_Order_of_the_Star_of_India', 'https://en.wikipedia.org/wiki/Category:Diwans_of_Mysore', 'https://en.wikipedia.org/wiki/Category:Indian_knights', 'https://en.wikipedia.org/wiki/Category:Knights_Commander_of_the_Order_of_the_Indian_Empire', 'https://en.wikipedia.org/wiki/Category:Madras_Christian_College_alumni']",,,['https://en.wikipedia.org/wiki/File:Text_document_with_red_question_mark.svg'],['https://upload.wikimedia.org/wikipedia/commons/a/a4/Text_document_with_red_question_mark.svg'],,,,,,,,
43360831,Matteo Boniciolli,https://en.wikipedia.org/wiki/Matteo_Boniciolli,52,,Kazakhstani basketball coach,,['Matteo Boniciolli'],12825,3,"['1962 births', 'BC Astana coaches']","['https://en.wikipedia.org/wiki/Category:1962_births', 'https://en.wikipedia.org/wiki/Category:BC_Astana_coaches']",,,,,,,,,,,,
51210268,Sutturu,https://en.wikipedia.org/wiki/Sutturu,1842,"Place in Karnataka, India","place in Karnataka, India",,['Sutturu'],10041,1,,,"Prime_Minister_Modi_at_birthday_centenary_celebrations_of_Sri_Shivarathri_Rajendra_Mahaswamiji_of_Sri_Suttur_Math,_in_Mysuru.jpg",https://upload.wikimedia.org/wikipedia/commons/b/b0/Prime_Minister_Modi_at_birthday_centenary_celebrations_of_Sri_Shivarathri_Rajendra_Mahaswamiji_of_Sri_Suttur_Math%2C_in_Mysuru.jpg,"['https://en.wikipedia.org/wiki/File:Flag_of_India.svg', 'https://en.wikipedia.org/wiki/File:India_Karnataka_location_map.svg', 'https://en.wikipedia.org/wiki/File:India_location_map.svg', 'https://en.wikipedia.org/wiki/File:Prime_Minister_Modi_at_birthday_centenary_celebrations_of_Sri_Shivarathri_Rajendra_Mahaswamiji_of_Sri_Suttur_Math,_in_Mysuru.jpg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg']","['https://upload.wikimedia.org/wikipedia/en/4/41/Flag_of_India.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/9c/India_Karnataka_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/dc/India_location_map.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Prime_Minister_Modi_at_birthday_centenary_celebrations_of_Sri_Shivarathri_Rajendra_Mahaswamiji_of_Sri_Suttur_Math%2C_in_Mysuru.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg']",12.1673,76.79508,14121708.4,,,IN,,earth
67069137,2021 Cairo clothing factory fire,https://en.wikipedia.org/wiki/2021_Cairo_clothing_factory_fire,215,Industrial accident,industrial accident,,['2021 Cairo clothing factory fire'],1965,2,,,,,"['https://en.wikipedia.org/wiki/File:Africa_(orthographic_projection).svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Egypt.svg', 'https://en.wikipedia.org/wiki/File:Hourglass_drawing.svg', 'https://en.wikipedia.org/wiki/File:SanFranHouses06.JPG']","['https://upload.wikimedia.org/wikipedia/commons/8/86/Africa_%28orthographic_projection%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/fe/Flag_of_Egypt.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c2/Hourglass_drawing.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/SanFranHouses06.JPG']",,,,,,,,
2656307,Too Much Pressure,https://en.wikipedia.org/wiki/Too_Much_Pressure,1798,1980 studio album by The Selecter,album by The Selecter,,['Too Much Pressure'],29935,4,"['1980 debut albums', '2 Tone Records albums', 'Chrysalis Records albums', 'The Selecter albums']","['https://en.wikipedia.org/wiki/Category:1980_debut_albums', 'https://en.wikipedia.org/wiki/Category:2_Tone_Records_albums', 'https://en.wikipedia.org/wiki/Category:Chrysalis_Records_albums', 'https://en.wikipedia.org/wiki/Category:The_Selecter_albums']",Toomuchselecter.jpg,https://upload.wikimedia.org/wikipedia/en/1/1e/Toomuchselecter.jpg,"['https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Pauline_Black.jpg', 'https://en.wikipedia.org/wiki/File:Star_empty.svg', 'https://en.wikipedia.org/wiki/File:Star_full.svg', 'https://en.wikipedia.org/wiki/File:The_Selecter_Berlin_1980.jpg', 'https://en.wikipedia.org/wiki/File:Toomuchselecter.jpg']","['https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/6d/Pauline_Black.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Star_empty.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/51/Star_full.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/cf/The_Selecter_Berlin_1980.jpg', 'https://upload.wikimedia.org/wikipedia/en/1/1e/Toomuchselecter.jpg']",,,,,,,,
15929557,Domjulien,https://en.wikipedia.org/wiki/Domjulien,45,"Commune in Grand Est, France","commune in Vosges, France",,['Domjulien'],1472,33,"['Communes of Vosges (department)', 'Vosges (department) geography stubs']","['https://en.wikipedia.org/wiki/Category:Communes_of_Vosges_(department)', 'https://en.wikipedia.org/wiki/Category:Vosges_(department)_geography_stubs']",PA00107133._Eglise_de_Domjulien(2).jpg,https://upload.wikimedia.org/wikipedia/commons/d/d0/PA00107133._Eglise_de_Domjulien%282%29.jpg,"['https://en.wikipedia.org/wiki/File:Blason_département_fr_Vosges.svg', 'https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_France.svg', 'https://en.wikipedia.org/wiki/File:France_location_map-Regions_and_departements-2016.svg', 'https://en.wikipedia.org/wiki/File:Grand_Est_region_location_map.svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:PA00107133._Eglise_de_Domjulien(2).jpg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg']","['https://upload.wikimedia.org/wikipedia/commons/5/5c/Blason_d%C3%A9partement_fr_Vosges.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/c/c3/Flag_of_France.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/e9/France_location_map-Regions_and_departements-2016.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/bd/Grand_Est_region_location_map.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d0/PA00107133._Eglise_de_Domjulien%282%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg']",48.2533,5.9978,8422260.7,,,,,earth
18483029,"Roma (footballer, born 1985)","https://en.wikipedia.org/wiki/Roma_(footballer,_born_1985)",22,Brazilian footballer,Brazilian footballer,,['Juliano Laurentino dos Santos'],2594,5,"['1985 births', 'América Futebol Clube (PE) players', 'Association football midfielders', 'Brazilian expatriate footballers']","['https://en.wikipedia.org/wiki/Category:1985_births', 'https://en.wikipedia.org/wiki/Category:América_Futebol_Clube_(PE)_players', 'https://en.wikipedia.org/wiki/Category:Association_football_midfielders', 'https://en.wikipedia.org/wiki/Category:Brazilian_expatriate_footballers']",,,"['https://en.wikipedia.org/wiki/File:Flag_of_Brazil.svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Soccerball_mask.svg']","['https://upload.wikimedia.org/wikipedia/en/0/05/Flag_of_Brazil.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/en/4/4e/Soccerball_mask.svg']",,,,,,,,
22536748,1999–2000 Michigan State Spartans men's basketball team,https://en.wikipedia.org/wiki/1999%E2%80%932000_Michigan_State_Spartans_men%27s_basketball_team,1674,American college basketball season,American college basketball season,,"[""1999–2000 Michigan State Spartans men's basketball team""]",48184,,,,Michigan_State_Spartans_script.svg,https://upload.wikimedia.org/wikipedia/commons/5/56/Michigan_State_Spartans_script.svg,['https://en.wikipedia.org/wiki/File:Michigan_State_Spartans_script.svg'],['https://upload.wikimedia.org/wikipedia/commons/5/56/Michigan_State_Spartans_script.svg'],,,,,,,,
40072044,J. B. Shugarts,https://en.wikipedia.org/wiki/J._B._Shugarts,167,,American football player,,['J. B. Shugarts'],8005,,,,,,,,,,,,,,,
10349730,"Cloverdale, Edmonton","https://en.wikipedia.org/wiki/Cloverdale,_Edmonton",117,"Neighbourhood in Edmonton, Alberta, Canada","human settlement in Edmonton, Alberta, Canada",,"['Cloverdale, Edmonton']",10654,,['Neighbourhoods in Edmonton'],['https://en.wikipedia.org/wiki/Category:Neighbourhoods_in_Edmonton'],2008-06-19_Cloverdale.jpg,https://upload.wikimedia.org/wikipedia/commons/b/be/2008-06-19_Cloverdale.jpg,"['https://en.wikipedia.org/wiki/File:2008-06-19_Cloverdale.jpg', 'https://en.wikipedia.org/wiki/File:Edmonton_agglomeration-blank.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Alberta.svg', 'https://en.wikipedia.org/wiki/File:Flag_of_Canada_(Pantone).svg', 'https://en.wikipedia.org/wiki/File:Increase2.svg', 'https://en.wikipedia.org/wiki/File:Muttart_Conservatories_Edmonton_Alberta_Canada_13A.jpg', 'https://en.wikipedia.org/wiki/File:Red_pog.svg']","['https://upload.wikimedia.org/wikipedia/commons/b/be/2008-06-19_Cloverdale.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1a/Edmonton_agglomeration-blank.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Flag_of_Alberta.svg', 'https://upload.wikimedia.org/wikipedia/commons/d/d9/Flag_of_Canada_%28Pantone%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/b/b0/Increase2.svg', 'https://upload.wikimedia.org/wikipedia/commons/6/68/Muttart_Conservatories_Edmonton_Alberta_Canada_13A.jpg', 'https://upload.wikimedia.org/wikipedia/commons/0/0c/Red_pog.svg']",,,,,,,,
12649036,Berchezoaia,https://en.wikipedia.org/wiki/Berchezoaia,6,,river in Romania,,['Berchezoaia River'],2298,2,"['Maramureș County river stubs', 'Rivers of Maramureș County', 'Rivers of Romania', 'Tributaries of the Someș']","['https://en.wikipedia.org/wiki/Category:Maramureș_County_river_stubs', 'https://en.wikipedia.org/wiki/Category:Rivers_of_Maramureș_County', 'https://en.wikipedia.org/wiki/Category:Rivers_of_Romania', 'https://en.wikipedia.org/wiki/Category:Tributaries_of_the_Someș']",,,['https://en.wikipedia.org/wiki/File:Flag_of_Romania.svg'],['https://upload.wikimedia.org/wikipedia/commons/7/73/Flag_of_Romania.svg'],47.5286,23.467,9295990.1,,,,,earth
13379834,Unoprostone,https://en.wikipedia.org/wiki/Unoprostone,169,,chemical compound,"['13,14-dihydro-15-keto-20-ethyl PGF2α', '(5Z)-7-[(1R,2R,3R,5S)-3,5-dihydroxy-2-(3-oxodecyl)cyclopentyl]hept-5-enoic acid', '(+)-(Z)-7-((1R,2R,3R,5S)-3,5-dihydroxy-2-(3-oxodecyl)cyclopentyl)-5-heptenoic acid', '13,14-dihydro-15-keto-20-ethyl PGF2alpha', 'Unoprostone', 'RSC021']",['unoprostone'],3429,8,"['Pharmacology stubs', 'Prostaglandins']","['https://en.wikipedia.org/wiki/Category:Pharmacology_stubs', 'https://en.wikipedia.org/wiki/Category:Prostaglandins']",Unoprostone.svg,https://upload.wikimedia.org/wikipedia/commons/3/3b/Unoprostone.svg,"['https://en.wikipedia.org/wiki/File:Emoji_u1f48a.svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:Unoprostone.svg', 'https://en.wikipedia.org/wiki/File:X_mark.svg', 'https://en.wikipedia.org/wiki/File:Yes_check.svg']","['https://upload.wikimedia.org/wikipedia/commons/f/fe/Emoji_u1f48a.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/3/3b/Unoprostone.svg', 'https://upload.wikimedia.org/wikipedia/commons/a/a2/X_mark.svg', 'https://upload.wikimedia.org/wikipedia/en/f/fb/Yes_check.svg']",,,,,,,,
24198511,Hands-on,https://en.wikipedia.org/wiki/Hands-on,381,Topics referred to by the same term,Wikimedia disambiguation page,,['Hands-on'],652,1,['Disambiguation pages'],['https://en.wikipedia.org/wiki/Category:Disambiguation_pages'],,,"['https://en.wikipedia.org/wiki/File:Disambig_gray.svg', 'https://en.wikipedia.org/wiki/File:Wiktionary-logo-en-v2.svg']","['https://upload.wikimedia.org/wikipedia/en/5/5f/Disambig_gray.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']",,,,,,,,
66615429,Kibar,https://en.wikipedia.org/wiki/Kibar,22,Name list,Wikimedia disambiguation page,,['Kibar'],322,1,"['Given names', 'Surnames']","['https://en.wikipedia.org/wiki/Category:Given_names', 'https://en.wikipedia.org/wiki/Category:Surnames']",,,"['https://en.wikipedia.org/wiki/File:WPanthroponymy.svg', 'https://en.wikipedia.org/wiki/File:Wiktionary-logo-en-v2.svg']","['https://upload.wikimedia.org/wikipedia/commons/9/99/WPanthroponymy.svg', 'https://upload.wikimedia.org/wikipedia/commons/9/99/Wiktionary-logo-en-v2.svg']",,,,,,,,
5143188,Rebrov,https://en.wikipedia.org/wiki/Rebrov,89,Surname list,family name (Ребров),['Ребров'],['Rebrov'],472,1,"['Russian-language surnames', 'Surnames']","['https://en.wikipedia.org/wiki/Category:Russian-language_surnames', 'https://en.wikipedia.org/wiki/Category:Surnames']",,,['https://en.wikipedia.org/wiki/File:WPanthroponymy.svg'],['https://upload.wikimedia.org/wikipedia/commons/9/99/WPanthroponymy.svg'],,,,,,,,
11005092,Don Maestri,https://en.wikipedia.org/wiki/Don_Maestri,212,American college basketball coach (born 1946),American basketball player and coach,,['Don Maestri'],24026,1,"['1946 births', ""Alabama Crimson Tide men's basketball coaches"", ""American men's basketball coaches"", ""American men's basketball players"", 'Basketball coaches from Louisiana', 'Basketball players from Louisiana', ""College men's basketball head coaches in the United States"", 'Guards (basketball)']","['https://en.wikipedia.org/wiki/Category:1946_births', ""https://en.wikipedia.org/wiki/Category:Alabama_Crimson_Tide_men's_basketball_coaches"", ""https://en.wikipedia.org/wiki/Category:American_men's_basketball_coaches"", ""https://en.wikipedia.org/wiki/Category:American_men's_basketball_players"", 'https://en.wikipedia.org/wiki/Category:Basketball_coaches_from_Louisiana', 'https://en.wikipedia.org/wiki/Category:Basketball_players_from_Louisiana', ""https://en.wikipedia.org/wiki/Category:College_men's_basketball_head_coaches_in_the_United_States"", 'https://en.wikipedia.org/wiki/Category:Guards_(basketball)']",,,,,,,,,,,,
14920880,Gmina Śliwice,https://en.wikipedia.org/wiki/Gmina_%C5%9Aliwice,126,"Gmina in Kuyavian-Pomeranian Voivodeship, Poland",rural gmina of Poland,,['Gmina Śliwice'],2623,16,,,,,"['https://en.wikipedia.org/wiki/File:Flag_of_Poland.svg', 'https://en.wikipedia.org/wiki/File:POL_gmina_Śliwice_COA.svg', 'https://en.wikipedia.org/wiki/File:POL_powiat_tucholski_COA.svg']","['https://upload.wikimedia.org/wikipedia/en/1/12/Flag_of_Poland.svg', 'https://upload.wikimedia.org/wikipedia/commons/2/2f/POL_gmina_%C5%9Aliwice_COA.svg', 'https://upload.wikimedia.org/wikipedia/commons/c/c1/POL_powiat_tucholski_COA.svg']",53.71138889,18.17722222,8519122.1,,,PL,,earth
35639657,Thomas Parke (Royal Marines officer),https://en.wikipedia.org/wiki/Thomas_Parke_(Royal_Marines_officer),26,,Officer in the British Royal Marine Artillery,['Thomas Adams Parke'],['Thomas Parke'],6794,,,,,,,,,,,,,,,
35811497,MV Sound of Gigha,https://en.wikipedia.org/wiki/MV_Sound_of_Gigha,126,,ferry,['MV Isle of Gigha'],['MV Sound of Gigha'],5568,,,,The_ferry_from_Jura_arriving_at_Port_Askaig_-_geograph.org.uk_-_933325.jpg,https://upload.wikimedia.org/wikipedia/commons/0/0a/The_ferry_from_Jura_arriving_at_Port_Askaig_-_geograph.org.uk_-_933325.jpg,"['https://en.wikipedia.org/wiki/File:Arrow_Blue_Left_001.svg', 'https://en.wikipedia.org/wiki/File:Arrow_Blue_Right_001.svg', 'https://en.wikipedia.org/wiki/File:Civil_Ensign_of_the_United_Kingdom.svg', 'https://en.wikipedia.org/wiki/File:The_ferry_from_Jura_arriving_at_Port_Askaig_-_geograph.org.uk_-_933325.jpg']","['https://upload.wikimedia.org/wikipedia/commons/2/27/Arrow_Blue_Left_001.svg', 'https://upload.wikimedia.org/wikipedia/commons/4/45/Arrow_Blue_Right_001.svg', 'https://upload.wikimedia.org/wikipedia/commons/e/ec/Civil_Ensign_of_the_United_Kingdom.svg', 'https://upload.wikimedia.org/wikipedia/commons/0/0a/The_ferry_from_Jura_arriving_at_Port_Askaig_-_geograph.org.uk_-_933325.jpg']",,,,,,,,
514897,Battle of the Santa Cruz Islands,https://en.wikipedia.org/wiki/Battle_of_the_Santa_Cruz_Islands,24060,Fourth carrier battle of the Pacific campaign of World War II,battle,,['Battle of the Santa Cruz Islands'],64640,22,"['1942 in Japan', '1942 in the Solomon Islands', 'Battles and operations of World War II involving the Solomon Islands', 'Battles of World War II involving Japan', 'Battles of World War II involving the United States', 'Conflicts in 1942', 'Military history of Japan during World War II', 'October 1942 events', 'Pacific Ocean theatre of World War II']","['https://en.wikipedia.org/wiki/Category:1942_in_Japan', 'https://en.wikipedia.org/wiki/Category:1942_in_the_Solomon_Islands', 'https://en.wikipedia.org/wiki/Category:Battles_and_operations_of_World_War_II_involving_the_Solomon_Islands', 'https://en.wikipedia.org/wiki/Category:Battles_of_World_War_II_involving_Japan', 'https://en.wikipedia.org/wiki/Category:Battles_of_World_War_II_involving_the_United_States', 'https://en.wikipedia.org/wiki/Category:Conflicts_in_1942', 'https://en.wikipedia.org/wiki/Category:Military_history_of_Japan_during_World_War_II', 'https://en.wikipedia.org/wiki/Category:October_1942_events', 'https://en.wikipedia.org/wiki/Category:Pacific_Ocean_theatre_of_World_War_II']",USS_Enterprise_(CV-6)_under_attack_by_dive_bombers_during_the_Battle_of_Santa_Cruz_Islands_on_26_October_1942_(80-G-20989).jpg,https://upload.wikimedia.org/wikipedia/commons/4/48/USS_Enterprise_%28CV-6%29_under_attack_by_dive_bombers_during_the_Battle_of_Santa_Cruz_Islands_on_26_October_1942_%2880-G-20989%29.jpg,"['https://en.wikipedia.org/wiki/File:A_Japanese_Aichi_D3A_is_shot_down_between_USS_Enterprise_(CV-6)_and_USS_South_Dakota_(BB-57)_on_26_October_1942.jpg', 'https://en.wikipedia.org/wiki/File:Aircraft_prepare_to_launch_from_Japanese_carrier_Shōkaku_during_Battle_of_the_Santa_Cruz_Islands,_26_October_1942_(80-G-176150).jpg', 'https://en.wikipedia.org/wiki/File:Burial-at-sea_aboard_USS_Enterprise_(CV-6)_after_the_Battle_of_the_Santa_Cruz_Islands,_27_October_1942.jpg', 'https://en.wikipedia.org/wiki/File:Commons-logo.svg', 'https://en.wikipedia.org/wiki/File:Cscr-featured.svg', 'https://en.wikipedia.org/wiki/File:EnterpriseWildcat.jpg', 'https://en.wikipedia.org/wiki/File:F4F-4_Wildcat_of_VF-10_aboard_USS_Enterprise_(CV-6)_on_26_October_1942.jpg', 'https://en.wikipedia.org/wiki/File:F4F-4_Wildcat_of_VF-72_crash-lands_on_USS_Enterprise_(CV-6)_on_26_October_1942.jpg', 'https://en.wikipedia.org/wiki/File:Flag_of_Japan_(1870–1999).svg', 'https://en.wikipedia.org/wiki/File:Flag_of_the_United_States_(1912-1959).svg', 'https://en.wikipedia.org/wiki/File:Japanese_Aichi_D3A_crashes_into_USS_Hornet_(CV-8)_during_the_Battle_of_the_Santa_Cruz_Islands_on_26_October_1942.jpg', 'https://en.wikipedia.org/wiki/File:Japanese_aircraft_attack_USS_Hornet_(CV-8)_during_the_Battle_of_the_Santa_Cruz_Islands_on_26_October_1942_(80-G-33947).jpg', 'https://en.wikipedia.org/wiki/File:Japanese_cruiser_Chikuma_under_air_attack_during_the_Battle_of_the_Santa_Cruz_Islands,_26_October_1942_(NH_82404).jpg', 'https://en.wikipedia.org/wiki/File:Listing_USS_Hornet_(CV-8)_is_abandoned_in_the_late_afternoon_of_26_October_1942.jpg', 'https://en.wikipedia.org/wiki/File:Merchant_flag_of_Japan_(1870).svg', 'https://en.wikipedia.org/wiki/File:Naval_ensign_of_the_Empire_of_Japan.svg', 'https://en.wikipedia.org/wiki/File:OOjs_UI_icon_edit-ltr-progressive.svg', 'https://en.wikipedia.org/wiki/File:SantaCruzChart2.jpg', 'https://en.wikipedia.org/wiki/File:Shokaku_Santa_Cruz_fire.jpg', 'https://en.wikipedia.org/wiki/File:USS_Enterprise-Bat_Santa_Cruz.jpg', 'https://en.wikipedia.org/wiki/File:USS_Enterprise_(CV-6)_under_attack_by_dive_bombers_during_the_Battle_of_Santa_Cruz_Islands_on_26_October_1942_(80-G-20989).jpg', 'https://en.wikipedia.org/wiki/File:USS_Wasp_(CV-7)_brennt.jpg', 'https://en.wikipedia.org/wiki/File:USS_Wasp_(CV-7)_burning_on_15_September_1942_(80-G-16331).jpg']","['https://upload.wikimedia.org/wikipedia/commons/e/e7/A_Japanese_Aichi_D3A_is_shot_down_between_USS_Enterprise_%28CV-6%29_and_USS_South_Dakota_%28BB-57%29_on_26_October_1942.jpg', 'https://upload.wikimedia.org/wikipedia/commons/2/28/Aircraft_prepare_to_launch_from_Japanese_carrier_Sh%C5%8Dkaku_during_Battle_of_the_Santa_Cruz_Islands%2C_26_October_1942_%2880-G-176150%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/57/Burial-at-sea_aboard_USS_Enterprise_%28CV-6%29_after_the_Battle_of_the_Santa_Cruz_Islands%2C_27_October_1942.jpg', 'https://upload.wikimedia.org/wikipedia/en/4/4a/Commons-logo.svg', 'https://upload.wikimedia.org/wikipedia/en/e/e7/Cscr-featured.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/F4F-4_Wildcat_of_VF-10_aboard_USS_Enterprise_%28CV-6%29_on_26_October_1942.jpg', 'https://upload.wikimedia.org/wikipedia/commons/5/53/F4F-4_Wildcat_of_VF-10_aboard_USS_Enterprise_%28CV-6%29_on_26_October_1942.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a1/F4F-4_Wildcat_of_VF-72_crash-lands_on_USS_Enterprise_%28CV-6%29_on_26_October_1942.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Japan_%281870%E2%80%931999%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/f/f5/Flag_of_the_United_States_%281912-1959%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/59/Japanese_Aichi_D3A_crashes_into_USS_Hornet_%28CV-8%29_during_the_Battle_of_the_Santa_Cruz_Islands_on_26_October_1942.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/49/Japanese_aircraft_attack_USS_Hornet_%28CV-8%29_during_the_Battle_of_the_Santa_Cruz_Islands_on_26_October_1942_%2880-G-33947%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/9/90/Japanese_cruiser_Chikuma_under_air_attack_during_the_Battle_of_the_Santa_Cruz_Islands%2C_26_October_1942_%28NH_82404%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/46/Listing_USS_Hornet_%28CV-8%29_is_abandoned_in_the_late_afternoon_of_26_October_1942.jpg', 'https://upload.wikimedia.org/wikipedia/commons/1/1b/Flag_of_Japan_%281870%E2%80%931999%29.svg', 'https://upload.wikimedia.org/wikipedia/commons/5/54/Naval_ensign_of_the_Empire_of_Japan.svg', 'https://upload.wikimedia.org/wikipedia/en/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg', 'https://upload.wikimedia.org/wikipedia/commons/8/80/SantaCruzChart2.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a8/Shokaku_Santa_Cruz_fire.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/USS_Enterprise_%28CV-6%29_under_attack_by_dive_bombers_during_the_Battle_of_Santa_Cruz_Islands_on_26_October_1942_%2880-G-20989%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/4/48/USS_Enterprise_%28CV-6%29_under_attack_by_dive_bombers_during_the_Battle_of_Santa_Cruz_Islands_on_26_October_1942_%2880-G-20989%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/USS_Wasp_%28CV-7%29_burning_on_15_September_1942_%2880-G-16331%29.jpg', 'https://upload.wikimedia.org/wikipedia/commons/a/a7/USS_Wasp_%28CV-7%29_burning_on_15_September_1942_%2880-G-16331%29.jpg']",,,,,,,,
